text,label
What is the temperature today?,find
create an alarm for 12 a.m tonight.,set alarm
Set an alarm for 30 minutes from now,set alarm
turn off alarm,cancel alarm
Move my church alarm from 8:30 to 9:15,modify alarm
alarm daily at 6:00pm for supper,set alarm
cancel my reminder to make macaroni and cheese for dinner tonight.,cancel reminder
Remind me to pick up husband,set reminder
Is there a chance of snow today,find
Will there be rain tonight,find
cancel reminders about grocery shopping,cancel reminder
stop the alarm,cancel alarm
Remind me to be at the meeting at 6 pm today,set reminder
Change my alarm to 6 am.,modify alarm
What time will the temperature start dropping?,find
remind me to order chinese food for dinner tonight,set reminder
Set alarm for 6:00 AM.,set alarm
Do I need a jacket today?,find
How cold is it in Miami?,find
Change the alarm from 5 minutes to 10.,modify alarm
Do I need a coat?,find
Change my 2pm alarm to the same time the next day,modify alarm
Set alarm every 5 minutes for 20 minutes,set alarm
set alarm for 3 am everyday for this week,set alarm
how much time is left on the alarm,time left on alarm
what is the weather today ?,find
set alarm for  6:30 am,set alarm
remind me to go to the optometrist this week,set reminder
Is there rain expected on Tuesday?,find
remind me to take my medicine at 9pm,set reminder
what is the weather for next week,find
weather in phoenix,find
Turn off alarm ,cancel alarm
Can you show me the 10 day forecast.,find
change my alarm from 9 pm to 10 pm,modify alarm
How cold is tonight going to be?,find
What time is it going to rain tomorrow?,find
Is it going to be below 35 in degree Celsius tokyo next week,find
what are the high temps next week,find
Cancel my alarm for tomorrow morning.,cancel alarm
How should I dress for today?,find
Set alarm,set alarm
Delete reminder to go to the eye doctor tomorrow.,cancel reminder
What time is my alarm for tomorrow morning?,show alarms
Should I take a jacket with me,find
What reminders do I have for this weekend,show reminders
Reminder: Movie starts at 4:30 pm,set reminder
Remind me in 15 minutes to call my wife ,set reminder
will it rain monday,find
Is it going to be cold tonight?,find
Delete the noon alarm for tomorrow,cancel alarm
current temp in seattle,find
will it be cloudy?,find
How warm is it going to be today? ,find
SET ALARMS FOR 7AM AND 745 AM TOMORROW,set alarm
Cancel my reminders for today.,cancel reminder
What is the forecast for today?,find
I cannot forget to set the alarm for 5pm,set alarm
set alarm to go off 10 minutes after the hour for four hours,set alarm
set an alarm for Friday at 6 pm,set alarm
cancel all alarms,cancel alarm
Am I going to stay dry today?,find
Should I carry a jacket ,find
Show me all my reminders today.,show reminders
will there be a thunderstorm or just rain?,find
what is the humidity,find
show all the alarms set last month,show alarms
Is there a chance of rain today?,find
When is this cold snap going to break,find
what times do i have an alarm set for,show alarms
"weather Elizabeth, NJ now",find
What is the weather in Portugal?,find
What is the current heat index?,find
when does the sun rise in London,checkSunrise
Remind me to water the flowers when i get home,set reminder
Turn off the alarm!,cancel alarm
Find my alarms now,show alarms
Is it going to be windy tomorrow?,find
Remind me to get a white shirt for judges night,set reminder
set the alarm for 530 am,set alarm
what's the weather like for detroit this weekend?,find
cancel my reminders for today,cancel reminder
What is the weather like in Guam?,find
Show all of my current alarms,show alarms
Cancel all alarms,cancel alarm
remind me to get my haircut next Friday,set reminder
What's the expected rainfall?,find
Remind me to make a grooming appointment.,set reminder
Will I need my umbrella?,find
Is hail forecasted with the storms? ,find
is it going to rain in London today,find
Will I need sunscreen tomorrow?,find
remind to get eggs this evening,set reminder
What is the low temperature for today,find
Remind me to take clothes out of dryer in an hour,set reminder
How cold is it going to be today?,find
set my alarm for when to get Desiree at 2 pm,set alarm
is there any rain in the forecast this week,find
show all reminders,show reminders
Edit alarms,modify alarm
What's the forecast looking like for Albuquerque this week?,find
set alarm for 7am tomorrow,set alarm
How much snow are we expecting?,find
Whats the weather supposed to be today,find
Will it be below 74 Celsius for Houston today,find
what is the predicted weather for this week,find
when is it supposed to start raining,find
What is the wind chill factor today?,find
set alarm for 10 am tomorrow,set alarm
did the news say it was going to rain today,find
Tell me all alarms,show alarms
Are there any current weather alerts?,find
set new reminder to schedule doctor appointment,set reminder
Cancel my reminder to buy diapers,cancel reminder
What is the current weather like in AZ?,find
how hot will it be today?,find
set up an alarm at 3pm,set alarm
Remind me to add bottled water to grocery list.,set reminder
What time will it be the hottest today?,find
Need alarm for 9 a.m.,set alarm
Remind me every 8 hours to take my medication.,set reminder
set 3 alarms,set alarm
Set my alarm for tomorrow.,set alarm
Add an alarm for checking for monsters under the bed,set alarm
When is it going to get warmer?,find
Is it sunny enough for beach ?,find
WHAT IS THE TEMPERATURE TODAY,find
Is it around 67 in C near Shanghai tonight,find
Rain today?,find
Remind me to go to the store after work on Thursday.,set reminder
Is it going to be sunny in Point Pelee today? ,find
How many days of rain will we have this week?,find
What's the temperature up on the top of Cadillac Mountain,find
Remind me to go to church,set reminder
Set an alarm every 5 minutes for the next half hour,set alarm
how is the weather on the beach,find
Remind me to call Emma back.,set reminder
Will there be severe weather today?,find
How hot's it going to be today?,find
Please remind me to pick up the dry cleaning on Thursday.,set reminder
remind me to update my apps tonight,set reminder
Should I bring an umbrella?,find
What is the weather like where I am,find
Remind me to do my homework tonight.,set reminder
What is the weather like at 5pm today?,find
Snooze alarm for 5 minutes,snooze alarm
My alarm needs to go off 5 mins before 5 am,set alarm
Is it going to storm tonight,find
set an alarm for 1215,set alarm
Set alarm every 3 minutes for 15 minutes,set alarm
Cancel my alarm.,cancel alarm
Remind me to pick up party supplies,set reminder
Is it going to be cold tomorrow night,find
Will it rain tonight?,find
Is it storming in Brisbane?,find
My alarms now,show alarms
minutes left on my alarm,time left on alarm
what is the weather like this week? ,find
display my reminders,show reminders
Cancel all my reminders for Friday,cancel reminder
what in the weather looking like in Pennsylvania,find
weather now,find
Set alarm for 45 minutes.,set alarm
Weather updates,find
Will it be cold tomorrow?,find
"set alarm for december, 2019",set alarm
WHATS THE WIND LIKE TODAY,find
Repeat alarm on weekdays,modify alarm
Please set a 6am alarm for everyday this week.,set alarm
how is the weather now?,find
Cancel next weekend's hair appointment reminder,cancel reminder
cancel my next alarm,cancel alarm
is it hotter than normal?,find
Will it be above 62 in degree C around Boston next week,find
"What is the temperature right now in Baltimore, MD?",find
What is the weather like in Ohio?,find
Turn alarms off during the weekend,cancel alarm
Set the alarm for 4:10 am,set alarm
remind me to take my lunch,set reminder
Will it thunderstorm tonight?,find
Tell me how hot or cold it is in Miami,find
Should I dress warmly?,find
Set alarm for 45 minutes,set alarm
Have alarm go off tomorrow morning at 8 am,set alarm
Set a new alarm,set alarm
cancel all alarms,cancel alarm
How is the weather in new york city,find
Delete my alarm for 4 pm tomorrow.,cancel alarm
can you tell me tomorrow's forecast in half moon bay?,find
is it cold,find
Should I bring a jacket for later?,find
Cancel my reminder list.,cancel reminder
Remind me to get frozen veggies on my way home from work.,set reminder
Set the alarm for every two minutes for thirty minutes.,set alarm
I need this weeks weather forecast please.,find
skip next alarm,cancel alarm
how hot does Vegas get ,find
Remind me of friends birthday May 8th,set reminder
Will it rain today?,find
show me my alarms,show alarms
Is today's weather good for swimming?,find
i want to be reminded to feed all animals,set reminder
what is the highest temperature of the day in Tamiami?,find
Show my reminder,show reminders
Remind me to send that email when I get to work,set reminder
Will it be cold in New York?,find
How hot is it going to be?,find
set alarm for 4 am on friday,set alarm
Will it rain tuesday,find
Remind me to buy plane tickets on Monday morning at 8am,set reminder
Will I need an umbrella tomorrow?,find
How hot is it going to get today?,find
set an alarm for 5pm,set alarm
Show reminders for today,show reminders
what is the uv index today?,find
Set alarm every minutes for 15 minutes ,set alarm
is saturday to be sunny,find
turn off alarm please,cancel alarm
Will I need a jacket today?,find
How hot does Arizona get?,find
Set Reminder every August to schedule my yearly physical,set reminder
whats the weather today ,find
What is the lowest temperature tonight,find
is it hot today,find
Wake me up tomorrow at 5:00am. ,set alarm
Will it be sunny on Thursday?,find
Remind me to buy ingredients for the dessert.,set reminder
Turn on all my normal alarms,set alarm
Should I bring a jacket to Fenway Park?,find
Will it rain on Friday?,find
Set a reminder to get eggs and milk at Walmart tonight,set reminder
Is there a heat advisory,find
do i need my rain boots,find
Are we supposed to have high winds today?,find
Set alarm every minute for 10 minutes.,set alarm
I need a reminder for 45 minutes from now.,set reminder
how is the weather in clearwater tomorrow,find
What is the weather like in Edison,find
Cancel my alarm for August 12th,cancel alarm
What is the forecast in San Francisco for the next few weeks?,find
How's the weather tonight?,find
what is the weather like in LA,find
what is the forecast for next week,find
Remind me about game night on Friday at 4pm.,set reminder
Is there a chance of flooding in North Carolina today?,find
what are the overnight lows tonight?,find
Remind me of dentist appointment Friday,set reminder
Will it be below freezing on Friday?,find
Read me the weather for today,find
delete 1st alarm only,cancel alarm
How much rain did we get last night,find
Delete the reminder to call John,cancel reminder
Should I bring the umbrella today,find
Weather on Monday?,find
remind me of class at 9 tomorrow morning,set reminder
Can you remind me to prepare lunch at 6?,set reminder
set my alarm for 5 am every weekday for the next two weeks,set alarm
What is the temperature going to be in Tokyo?,find
whats the weather chances in clearwater beach tomorrow,find
Display reminders for me.,show reminders
Remind me to pick up dinner tomorrow night,set reminder
delete my reminder list for last year,cancel reminder
Cancel that reminder for tomorrow.,cancel reminder
Turn all alarms on.,set alarm
Will is snow in Omaha on Monday?,find
Is it foggy outside this morning?,find
snooze alarm for 1 hour,snooze alarm
Set a new alarm for 1AM,set alarm
How cold will it get down to tonight?,find
set alarm for 7am on the weekends,set alarm
How cold is it today?,find
Are there any current thunderstorm warnings in the area?,find
Remind me at 3 to get kids from school.,set reminder
Set a reminder to remind my son to take his medication,set reminder
is raining right now,find
Will it be below 46 in Celsius for Houston tonight,find
what is the forecast for tomorrow,find
how many inches of snow should I expect today?,find
what will the temperature be at 4pm today?,find
show me my reminder for today,show reminders
Should I grab my sunscreen?,find
Snooze the alarm for 5 minutes,snooze alarm
Will a sweater be enough for this temperature?,find
set my morning alarm for 9:30 tomorrow,set alarm
Is there a storm tonight?,find
Set the alarm every weekend to 9:30 am,set alarm
What is the weather in Seattle?,find
How much rain will Washington get next week?,find
When will the rain pass?,find
remind me all the appointments,show reminders
show me the reminders for tomorrow,show reminders
remind me to get my oil changed,set reminder
Show all alarms,show alarms
show all reminders,show reminders
remind me to get her a present,set reminder
Snooze alarm 1 hour,snooze alarm
Remind me to pick up the kids.,set reminder
skip alarm,cancel alarm
cancel my alarm at 5 am,cancel alarm
Will there be thunderstorms today in St. Louis?,find
what was the high yesterday,find
What is the temperature in Chicago at 2pm today?,find
What was the weather like yesterday in New york,find
Set the bell to ring every 2 minutes,set alarm
Set reminder to check the Lasagna in the oven in an hour,set reminder
how hot will it be over the weekend,find
What is the weather like in Los Angeles? ,find
Set reminder to due bills tomorrow,set reminder
What is the temperature going to be this evening?,find
chances of thunderstorm?,find
what is my reminder list for may 2018,show reminders
do I have any reminders for doctor appointment,show reminders
Is it going to rain in Fort Lauderdale tomorrow?,find
Set my alarm for 6 AM Tuesday.,set alarm
how much rain did we get,find
Remind me my show comes on at 8PM,set reminder
Turn off all alarms for today.,cancel alarm
checking alarms next week,show alarms
Cancel alarm for this evening,cancel alarm
Set alarm for 2 pm Saturday,set alarm
Delete all grocery store reminders.,cancel reminder
what is the weather like tomorrow,find
delete all alarms,cancel alarm
cancel my reminder to rec the browns,cancel reminder
Is it going to rain at 5pm?,find
Is flooding going to be a concern today,find
how strong is the wind right now?,find
Set a morning alarm for 6 am,set alarm
remind me of lunch today with janel at 1 pm,set reminder
Is it raining right now?,find
set an alarm for 2 hours,set alarm
Change alarm,modify alarm
Sound alarm every 20 minutes,set alarm
what is temperature now,find
Get my alarm,show alarms
Do I need a coat today?,find
What's the weather this week?,find
Is it going to rain this Tuesday ,find
set alarm for 9 am tomorrow,set alarm
what time is my alarm tomorrow?,show alarms
will it rain this weekend in Georgia,find
how much longer until my alarm goes off,time left on alarm
Remind me to wash my hair in 30 minutes.,set reminder
What are my reminders for this afternoon,show reminders
When will the temperature drop below 100 degrees this week?,find
What alarms do I currently have set?,show alarms
How cold will it be tonight?,find
what is the high and low temperature today,find
What's the weather in Palo Alto tomorrow,find
remind me to visit grandma tomorrow,set reminder
DO I NEED TO BRING AN UMBRELLA WITH ME TODAY?,find
how cold is it today,find
What's today's high?,find
what is the high temperature today,find
set alarm to snooze for 15 more minutes,snooze alarm
"Tell me what the weather is like in Daphne, AL tomorrow, please. ",find
Set alarm for 6:00 am,set alarm
What will be today's low? ,find
How much snow did we get last night,find
is it raining in Binghamton right now?,find
Cloudy or clear today?,find
My alarm now please,show alarms
When is rain starting?,find
How many days this week will the in a dangerous zone,find
cancel 9am alarm,cancel alarm
how many inches of rain did we get this weekend,find
Would today be a good day for a picnic?,find
will I need a heavy coat today,find
Cancel all alarms in the next 12 hrs,cancel alarm
can you cancel all my alarms please,cancel alarm
how many more minutes left on alarm?,time left on alarm
Temperature today Fahrenheit,find
"What's the temperature in Fort Wayne, Indiana? ",find
set alarm for 750,set alarm
Remind me to take out the trash tomorrow.,set reminder
Temperature in Palo Alto tomorrow celsius,find
what is the alarm set to,set alarm
What is the chance of rain today?,find
what is the high for today,find
Will I need an umbrella today?,find
Get my alarm,show alarms
what is the weather alert,find
set alarm for 6 am tomorrow,set alarm
should i wear sunglasses today,find
Set alarm for 6am tomorrow morning.,set alarm
Should I wear my jacket today?,find
can you tell me tomorrow's forecast in half moon bay?,find
turn that alarm off,cancel alarm
Set my alarm for 4:30 am tomorrow morning.,set alarm
What is the weather like outside?,find
Turn of the burglar alarm,cancel alarm
what is the current humidity level?,find
Remind me to exercise at 6pm,set reminder
How warm is it this weekend for New York in Fahrenheit,find
Set an alarm for noon tomorrow,set alarm
PLEASE SET THE ALARM FOR 6 AM TOMORROW,set alarm
Make sure to remind me to followup on my emails,set reminder
delete all alarms,cancel alarm
I don't want to forget to email my boss about the tests,set reminder
Cancel Friday's morning alarm,cancel alarm
cancel email reminder,cancel reminder
view all reminders,show reminders
I need you to set an alarm for 1PM.,set alarm
Current humidity levels,find
How long will there be cloud cover?,find
Temperature tomorrow morning out there F,find
Will it be around 14 in degrees fahrenheit boston tomorrow,find
Start alarm in 2 minutes. ,set alarm
will it be cold today ,find
What will be the temperature in New York City at 10am tomorrow?,find
What is the forecast for the next 5 days?,find
will be hot in orlando on sunday,find
i need half moon bay's weather report for Monday,find
What is the wind chill factor for tomorrow morning,find
What's the weather in Indianapolis today?,find
Cancel all alarms for today.,cancel alarm
set an alarm for the movie showtime tonight,set alarm
remind to take grandmother to the doctor,set reminder
remind me to go to doctor tomorrow,set reminder
Turn off my alarm,cancel alarm
Is there a chance of rain this weekend ,find
When is the rain going to begin?,find
remind me to grab my keys,set reminder
Cancel all my reminders.,cancel reminder
what was the average temperature for last month,find
remind me the bake sale next Friday at 10 am,set reminder
How cold can it get in New York City,find
How much time do I have left on my alarm?,time left on alarm
Repeat alarm from Monday to Friday,set alarm
what's the low tonight?,find
How hot will it get today,find
What is the current temperature,find
remind me to pick up mom at airport,set reminder
Will it get cooler later today?,find
Cancel my reminder,cancel reminder
What's next week's forecast?,find
Set a 2nd alarm for 6am.,set alarm
what is the low for today?,find
how many inches of rain will Seattle get over the next year ,find
Remind me to sign up for my classes tomorrow.,set reminder
The kids need to go to bed at 800 pm sharp tonight so set the alarm to remind them,set alarm
how is the weather looking ,find
delete my alarms for tomorrow,cancel alarm
What is the temperature in Phoenix today? ,find
WHAT WILL THE WEATHER BE IN ONTARIO NEXT WEEK?,find
Remind me to return the library books in two weeks.,set reminder
How warm is it in Palm Springs,find
set an alarm for 920,set alarm
Delete all of my alarms,cancel alarm
Cancel alarms on Saturday,cancel alarm
"What is the temperature in Jacksonville, Florida today?",find
Set an alarm for 9 PM Monday thru Friday,set alarm
What percent humidity will it be tomorrow? ,find
whats the weather like in copenhagen,find
delete all reminders on friday of next week,cancel reminder
"set an alarm for 12 pm Tuesday, label it meet Jill for lunch",set alarm
what days will it be raining,find
Is it going to be hot today,find
snooze,snooze alarm
should I wear long sleeves today,find
What time is sunset?,checkSunset
What time is my alarm set for?,show alarms
What will the weather be like this evening?,find
set an alarm for one hour,set alarm
what reminders to I have,show reminders
set alarm for 7pm,set alarm
Should I wear shorts today,find
How cold is it today for Boston in degree C,find
"set an alarm for 3PM a week from tuesday with the label ""car wash""",set alarm
it is snowy out,find
Turn alarm off for Saturday and Sunday.,cancel alarm
will it rain today,find
reminder alarm for 10am tuesday august 15,set reminder
set a reminder to take food to church tomorrow night,set reminder
What are my alarms?,show alarms
set alarm every 5 minutes for 10 minutes,set alarm
Delete the alarm for tomorrow.,cancel alarm
What reminders do I have set?,show reminders
I need a 3-day forecast,find
remind me to buy water tomorrow,set reminder
Set alarm for 6 am,set alarm
what the 3 day forecast in traverse city ,find
Add reminder to add washer fluid to my car,set reminder
remind me at noon to take the meat out to thaw,set reminder
Is it going to be above 7 in degrees Celcius boston next week,find
tell me all reminders,show reminders
How warm is it next week for Tokyo in F,find
What is the temperature for this weekend?,find
How many inches of snow are we slated to get?,find
How hot will it be today? ,find
Can you remind me in 24 hours to call my dentist?,set reminder
Show all reminders for the week,show reminders
when is the next monsoon coming,find
Weather in Laguna Hills,find
set a new 15 minute alarm,set alarm
Give me tomorrows weather report.,find
Remind me to pick up a new fan.,set reminder
I setup three 30 minute alarms in hopes one will wake me up from my nap.,set alarm
Are we expecting snow on the shoreline,find
Is it going to rain later,find
how many alarms do I have set?,show alarms
Remind me to get toilet paper,set reminder
What is the humidity level?,find
what will the temperature be an 8pm in pittsburgh pa,find
remind me to call mom,set reminder
What is the 7 day forecast,find
should I dress warm this afternoon?,find
Remind me to call for cab tomorrow,set reminder
How hot is it going to be in Miami next week,find
Is it sunny today?,find
Set alarm for every ten minutes for three hours,set alarm
Is it going to rain today?,find
how long is it going to snow,find
remind to do shopping today,set reminder
Cancel Alarms,cancel alarm
set an alarm for 7:30 am,set alarm
Remind me to stop by my parents house tomorrow at 9am.,set reminder
Remind me to call the restaurant at 6:30.,set reminder
What is the weather in Maui? ,find
Is it foggy in London?,find
Temperature near Boston tomorrow morning Celsius,find
When is it going to rain today?,find
Set Alarm for the super cup tonight,set alarm
Set reminder to DVR Supernatural,set reminder
give me the current weather in provo,find
What is the 10 day forecast?,find
turn off all alarms,cancel alarm
Set an alarm every night at 9 PM to remind me to take medicine,set alarm
Is it nice weather for running?,find
Should I dress warm today?,find
Set an alarm for 3pm today,set alarm
what is the temperature going to be today at Disney?,find
what time is the sunset tonight,checkSunset
add reminder to stop at cvs in the morning,set reminder
Remind me to visit the doctor Monday morning at 9,set reminder
Set alarm for 6am every Wednesday and Thursday,set alarm
set the alarm for 8 a.m. on sunday,set alarm
What is the temperature tomorrow?,find
Coat weather today?,find
"WHEN MY ALARM GOES OFF AT 3:00PM, SNOOZE IT FOR 15 MINUTES",snooze alarm
Please remind me to pick up chili spices after work,set reminder
set an alarm for work tonight at ten,set alarm
remind me to fill out adoption papers on thursday,set reminder
Will it be raining by Weeki Wachee tomorrow morning?,find
how much snow fall today ,find
set reminder to drop off package at UPS,set reminder
cancel all alarms,cancel alarm
Set alarm for 60 minute nap,set alarm
Time setting for alarm 7 am,set alarm
Snooze Alarm,snooze alarm
Show me all of my reminders.,show reminders
Remind me to buy bread at Walmart tonight,set reminder
How long will it rain today?,find
What's the forecast for next Monday?,find
Temperature tonight new york celcius,find
Do I need sunglasses?,find
Make a new alarm for three hours from now,set alarm
Remind me to get gas tomorrow morning,set reminder
set alarm to go off at 3pm,set alarm
Is it going to be hot this weekend?,find
How hot is it tomorrow here in degree Celcius,find
Can we expect rain at all this week?,find
Do I need an umbrella?,find
remind me the day before my doctor appointment.,set reminder
What is the predicted wind speed for today?,find
DELETE ALL WEEKEND ALARMS,cancel alarm
remind me to call grandpa,set reminder
"I want two alarms, one for 1:20 pm and one for 2:30 pm.",set alarm
clock alarm on tonight at 3 am,set alarm
Do i need an umbrella?,find
Will it be around 98 c shanghai tonight,find
Today's forecast,find
Cancel reminders,cancel reminder
Will it be above 88 in degree Fahrenheit near Dublin tonight,find
what is the forecast for the day,find
set alarm for 9,set alarm
How much time is left of today's alarm,time left on alarm
what are the chances of rain tomorrow,find
Is there a frost warning for tonight,find
What's the weather looking like this weekend?,find
should I bring an umbrella with me?,find
Set an alarm to remind me to prep my meals,set alarm
Is there a chance of rain on Wednesday ,find
Will it rain this weekend,find
Show me the ten day forecast,find
how cold is it?,find
How hot will it be tonight,find
Reminder: Movie starts at 4:30 pm,set reminder
Remind me to get lunch with Joseph tomorrow at 1pm.,set reminder
is monday to be cloudy,find
Remind me to fix the fire alarm.,set reminder
What's the temp in phx,find
"I don't need to buy eggs from the grocery store, you can cancel that reminder.",cancel reminder
Read daily reminders,show reminders
What is the high for today?,find
Remind me to do workouts today,set reminder
whats the high and low for today,find
What is the low for the day?,find
cancel all reminders now,cancel reminder
Set alarm for 2:00 PM.,set alarm
What time is my alarm set for,show alarms
What is the forecast in Northern California this week?,find
Should I carry an umbrella today?,find
PLEASE DELETE MY 9:30PM ALARM,cancel alarm
Can you remind me to clean the car?,set reminder
Set alarm for 7pm tomorrow,set alarm
how many alarms are set today?,show alarms
set alarm every minute for 10 minutes,set alarm
Should I bring an umbrella today?,find
How much snow are we supposed to get tonight in at home,find
Is it snowing today?,find
Will it be above 61 degrees Fahrenheit madrid tomorrow morning,find
Remind me that my favorite show is on tonight,set reminder
Reset alarm,cancel alarm
Delete the rest of my alarms for the day.,cancel alarm
cancel my reminder to meet with lawyers,cancel reminder
What is the humidity level in Texas?,find
Please give me a 3 day forecast?,find
Alter the times on my next alarm by five minutes later,modify alarm
do I need my umbrella today,find
please change 2am alarm to 2 pm for shopping,modify alarm
add alarm for 8:55 PM everyday,set alarm
What is the low for today?,find
Delete reminder about doctor appointment,cancel reminder
What it today's humidity going to look like?,find
Is it going to be above 60 degree Celsius today,find
What are the lows for the week?,find
what is this weeks forecast for Seattle,find
Cancel the morning alarm.,cancel alarm
how many minutes until my alarm goes off,time left on alarm
Add reminder to cancel HBO in 9/23/17,set reminder
Will it rain in the next few days?,find
How hot is it next week here in degree F,find
Set an alarm at noon with the harp sound,set alarm
remind me to feed dog everyday at 3pm,set reminder
will mississippi get any rain today?,find
remind me to return library books on Tuesday by 3 pm,set reminder
remind me about my sister's birthday on friday,set reminder
Set a daily reminder to check my email.,set reminder
What time Is the alarm set for?,show alarms
Should I bring a sweater?,find
Are there any storms on the horizon?,find
How hot is it in Miami Florida right now,find
What is the maximum wind gust today,find
Remind me to take winning ticket to lottery office,set reminder
Set an alarm to repeat on Monday's at 5a,set alarm
how much time is left on the alarm for the gym.,time left on alarm
How hot is it out today?,find
Do I need an umbrella today?,find
NOTE THAT I WILL NEED A COAT IS THE TEMPERATURE OUTSIDE IS BELOW 85 DEGREES,find
set an alarm for eleven tomorrow night,set alarm
Cancel all reminders for tomorrow,cancel reminder
will it rain next week in new york,find
Set the snooze for one hour before the alarm,snooze alarm
Remind me to finish my report tomorrow,set reminder
When is sunrise tomorrow,checkSunrise
How much time on the alarm before it goes off?,time left on alarm
what is the forecast for madison today,find
Temperature near New York tomorrow F,find
is it gonna rain,find
How many reminders do I have set?,show reminders
Remind me to get bread tonight,set reminder
is there a chance of rain today?,find
What is the temperature for today? ,find
set an alarm for 3 am,set alarm
Remind me in 24 hours,set reminder
Add a new reminder for 9 AM tomorrow,set reminder
Remind me to buy eggs tonight.,set reminder
set alarm for 6 am,set alarm
Bring up my alarms.,set alarm
how long is it going to rain,find
Set my alarm for 10 PM on Tuesday.,set alarm
How hot is it in Orlando,find
What is the temperature today?,find
Create a weekly reminder for 6pm yoga class,set reminder
remind me to call my brother tonight,set reminder
how hot will it get today,find
Reset my cancelled alarms for tomorrow.,cancel alarm
Cancel alarm for 7:30 am tomorrow.,cancel alarm
Is it going to be windy today?,find
should I wear shorts today,find
Cancel my reminder about my dentist appointment,cancel reminder
What time is the tornado alert until?,find
WHAT TIME IS SUNRISE TOMORROW,checkSunrise
set the alarm to 6:00,set alarm
whats the 5 day forecast for dallas,find
Will I need a jacket for my trip to Aspen next week?,find
Temperature at New York today Celsius,find
Set a reminder to review recruitment documents at 9:00 am,set reminder
What is the weather in Paris,find
engage alarm,set alarm
Show all alarms,show alarms
is it going to snow tomorrow?,find
Cancel my reminder to buy groceries.,cancel reminder
Show me all reminders,show reminders
show weekly alarms,show alarms
set alarm for 3 a.m,set alarm
What's the weather in Morgan Hill,find
How hot will it be tomorrow morning at 11 am,find
Remind me to unload the dishwasher in an hour,set reminder
cancel the newest alarm,cancel alarm
Is it cold in Alaska this week,find
what time will the sun rise on September 17,checkSunrise
What's next weeks weather forecast,find
Snooze every 10 minutes,snooze alarm
what is the weather in florida today,find
turn on 4:30 alarm,set alarm
Remind me to walk the dog tomorrow morning.,set reminder
Cancel the 8 a.m. alarm,cancel alarm
How cold is it going to get tonight,find
are wind gusts forecast for the Gorge this weekend?,find
Set an alarm for 6 pm tonight.,set alarm
How warm is it tonight for Beijing in degrees C,find
Temperature around New York tonight C,find
Forecast for New York this weekend,find
Remind me to go to Central Park at 12 pm,set reminder
Should I take a jacket with me to Dallas this evening,find
What's the weather like today?,find
What is the temperature in Dallas right now?,find
set a reminder for june 13 to watch tv show,set reminder
View Reminder,show reminders
How many reminders do i have for tomorrow,show reminders
What is the low for today?,find
What's the forecast for tomorrow?,find
Temperature today outside Celsius,find
How hot is it next week shanghai in degrees f,find
In 15 minutes start an alarm for 30 minutes,set alarm
Should I wear a winter coat tonight,find
What are my reminders for tomorrow,show reminders
What are the high and low temperatures in Orlando today?,find
Set reminder to give kids vitamins in the morning,set reminder
Show me all my reminders,show reminders
How hot is it going to be?,find
Remind me about Jury duty for Monday,set reminder
how hot is it going to get today,find
Remind me to get milk on the way home from work.,set reminder
how windy is it supposed to be,find
Change my 7:00pm Friday alarm to 6:00am the next day,modify alarm
I need you to set an alarm,set alarm
how strong are the winds expected to be,find
set an alarm for 3 minutes,set alarm
show me my reminders for tomorrow,show reminders
remind me to stop at the supermarket today on the way home from work,set reminder
show my reminders,show reminders
how many alarms do I have set up currently- show all,show alarms
Do I need a jacket tonight?,find
delete my reminder for before bedtime,cancel reminder
tell me my current reminders,show reminders
Can you tell me the nicest night next week so I can plan an outdoor party?,find
set the timer to alarm every minute for 15 minutes,set alarm
Cancel my food reminder for tonight.,cancel reminder
Set alarm every minute for 10 minutes.,set alarm
IS IT SUPPOSED TO RAIN THIS WEEK,find
Turn all my alarms on.,set alarm
What is the temperature outside right now? ,find
heat advisory tomorrow,find
Current weather report,find
set an alarm for 58 seconds,set alarm
Please remind me what time my cousin arrives tomorrow,set reminder
set my weekend alarm for 730 am,set alarm
Show me all reminders set for today,show reminders
will it snow in portland,find
What's the forecast in Miami for next week?,find
How warm is it for Beijing in degree Fahrenheit,find
whats the weather right now in Dallas ?  ,find
Set my alarm for monday thru Friday at 6:00am,set alarm
What's the weather going to be on new years eve?,find
When is is going to rain next?,find
Is it supposed to rain today?,find
how hot can it be on friday,find
Is there rain in the forecast?,find
Set an alarm for 6am everyday this next week,set alarm
Set my alarm for 60 seconds,set alarm
are there any flash flood warnings,find
Set an alarm for 8AM tomorrow,set alarm
My alarm please,show alarms
Set alarm for 7 am tomorrow,set alarm
cancel all my alarms,cancel alarm
is it sunny out,find
Temperature next week at Beijing F,find
What reminders are set?,show reminders
"What's the temperature in Miami, Florida?",find
Set a reminder to get ready for garage sale.,set reminder
Remind me to pay Peggy for utilities on the 18th.,set reminder
can I see what reminders I have please,show reminders
When's sunset in LA,checkSunset
Set alarm for 6am Saturday morning.,set alarm
Set an alarm for 10 PM tonight.,set alarm
delete reminder for thawing dinner,cancel reminder
How long will this heat wave last?,find
set alarm to go off after 3 hours from now,set alarm
What will the temperature be like next week?,find
Wake me up in about 3 hours,set alarm
Delete all grocery store reminders,cancel reminder
do i need snow shoes today,find
Add 5 minutes to alarm setting,modify alarm
Snooze mode,snooze alarm
Set alarm for 7am,set alarm
What is the forecast for the next 3 days?,find
view alarms,show alarms
Show all reminders,show reminders
